lake,Date,pH,Alk (uEq/L),T,Cond,atm pCO2,Bar. Prs. (kP),Altitude (m),Ionic Strength,pK1,pK2,ao,a1,a2,pKH,DIC uM,CO2 uM,pCO2 uatm,equil CO2,log CO2,CO2:CO2 sat.,alpha,flux  mmol/m2/day,enh flux
C,23-07-2008,8.7,4794.4038328005,19.2,1412,370,101.325,509.3,0.02471,6.2892350007,10.1324574427,0.0037312663,0.9607740097,0.035494724,1.3913952,4638.375,17.3070123747,426.2037869204,14.0760701296,1.2382221042,,1.5352323063,3.4118750109,5.2380207418
C,23-07-2014,8.1,,20.9,1181,370,101.325,509.3,0.0206675,6.2741672605,10.1336323021,0.0145810017,0.9763827574,0.0090362409,1.4138233, ,,,13.3675963144,,,1.2004158882,,
C,23-08-1994,9.75,,20.5,1300,370,101.325,509.3,0.02275,6.2763557488,10.1279044951,0.0002367585,0.7046115566,0.2951516849,1.4085825, ,,,13.5298855191,,,5.0890863245,,
C,23-09-1998,9.5,4704.0136892472,16.5,1250,370,101.325,509.3,0.021875,6.3237295053,10.1733915214,0.0005494656,0.8245385909,0.1749119435,1.3549425,3997.5,2.1964886554,49.7360698775,15.3085522876,0.3417289645,,2.5769643684,-13.8463391956,-35.68152274
C,24-05-2005,9.3,4147.0350415364,11.6,990,370,101.325,509.3,0.017325,6.386708376,10.2509032641,0.0010968297,0.8983194825,0.1005836878,1.2861808,3763.3333333333,4.1277357034,79.7797519879,17.9347704277,0.6157118819,,1.4150545147,-14.5802286688,-20.6318184033
C,24-05-2007,8.6,3825.9543312437,11.3,1021,370,101.325,509.3,0.0178675,6.3895055465,10.251485926,0.0059884448,0.972318407,0.0216931481,1.2818617,3758.3333333333,22.5065718777,430.6962097088,18.1140232944,1.3523093498,,1.0824705048,4.638531304,5.0210733222
C,24-05-2012,8.7,5152.5847076091,12.1,1024,370,101.325,509.3,0.01792,6.3800418605,10.2419323021,0.0046316079,0.9675867688,0.0277816233,1.2933513,5027.5,23.2854084765,457.546419125,17.6410861931,1.3670838608,,1.124587515,5.9604043313,6.7029962954
C,24-06-1998,9.4,2140.9460852982,14.5,790,370,101.325,509.3,0.013825,6.3578325068,10.2383515271,0.0007918583,0.8725994789,0.1266086629,1.3272825,1893.3333333333,1.4992516554,31.853491075,16.3152646135,0.175874537,,1.9223583121,-15.6457096838,-30.0766600595
C,24-06-2003,8.78,4795.5210207851,19.7,1519,370,101.325,509.3,0.0265825,6.2814979955,10.1195541218,0.0030251848,0.9533533955,0.0436214197,1.3980337,4600,13.9158501935,347.9713153762,13.8625434984,1.1435097448,,1.6885894161,0.05629187,0.0950538559
C,24-06-2009,8.8,5384.6696944314,19.2,1429,370,101.325,509.3,0.0250075,6.2889184461,10.1311912245,0.0029365788,0.9526277246,0.0444356965,1.3913952,5161.6666666667,15.1576410356,373.273206854,14.0760701296,1.1806316179,,1.6573998449,1.1421388768,1.8929807973
C,25-05-2006,9.3,4201.0805507202,15.6,1311,370,101.325,509.3,0.0229425,6.3329930689,10.1782468358,0.0009519088,0.88227159,0.1167765012,1.3425648,3756.6666666667,3.5760042395,78.697842256,15.7511338441,0.553398025,,1.9315272349,-12.8569368624,-24.8335237067
C,25-06-2008,8.8,4806.2185460098,18.9,1387,370,101.325,509.3,0.0242725,6.2931795364,10.1374198055,0.0029673246,0.9532032566,0.0438294188,1.3873953,4609.0833333333,13.6766462567,333.714374631,14.2063111317,1.1359796141,,1.623486044,-0.559326108,-0.9080581304
C,25-06-2014,9,,17.4,1251,370,101.325,509.3,0.0218925,6.3132448185,10.1637262342,0.001921311,0.9340128363,0.0640658527,1.3672068, ,,,14.8822920166,,,1.7145946525,,
C,25-07-2001,8.92,5833.9258013635,20.5,1250,370,101.325,509.3,0.021875,6.2773575053,10.1319115214,0.002140683,0.9401450302,0.0577142868,1.4085825,5518.3333333333,11.8130023494,302.6514718692,13.5298855191,1.0723602903,,2.0356609932,-1.8130286273,-3.6907116562
C,25-08-2000,,,20,1910,370,101.325,509.3,0.033425,6.2716167227,10.0908668906,0.999999465,0.000000535,4.34026407721963E-017,1.402,4464.1666666667,4464.1642781766,112652.327211732,13.7365168084,3.649740168,,1.0000004079,,
C,26-05-2003,8.64,4631.5571334007,11.7,1490,370,101.325,509.3,0.026075,6.3752540277,10.2086230507,0.0052649067,0.96858257,0.0261525234,1.2876177,4528.3333333333,23.8412523824,462.3243472712,17.8755297793,1.3773290652,,1.0991919952,6.2998030689,6.9246931049
C,26-05-2011,9.1,4799.6634993603,13.9,1041,370,101.325,509.3,0.0182175,6.3585647404,10.2199166216,0.001682955,0.9279140509,0.0704029941,1.3188753,4482.525,7.5438876492,157.2065047219,16.6341771346,0.8775952118,,1.4447296574,-9.5993456967,-13.8684594192
C,26-06-2001,8.57,5899.3688318054,18.5,1200,370,101.325,509.3,0.021,6.301528544,10.1564076761,0.0052256546,0.9696436514,0.025130694,1.3820425,5775.8333333333,30.1825101355,727.4411340773,14.3824913633,1.4797553551,,1.3575023686,16.6848198234,22.6496824293
C,26-07-1995,8.57,,21,1200,370,101.325,509.3,0.021,6.272614794,10.1310451761,0.0048833412,0.9685059098,0.026610749,1.41513, ,,,13.3274364983,,,1.5600221618,,
C,26-07-1996,8.6,,20,1080,370,101.325,509.3,0.0189,6.2867560002,10.151424001,0.0047062552,0.9680983432,0.0271954016,1.402, ,,,13.7365168084,,,1.5010438383,,
C,26-07-1999,8.7,4420.8558813249,21,1300,370,101.325,509.3,0.02275,6.2705839988,10.1229219951,0.0035721628,0.9601680496,0.0362597876,1.41513,4272.5,15.2620657615,396.9568681586,13.3274364983,1.1836133205,,1.7299746834,2.042968502,3.5342837873
C,26-07-2004,8.9,,22.3999996185,1402,370,101.325,509.3,0.024535,6.2524867468,10.1013479332,0.0021138553,0.9388333347,0.05905281,1.4332767951, ,,,12.7820298319,,,2.3323879953,,
C,26-08-1996,8.69,,21,1100,370,101.325,509.3,0.01925,6.274762122,10.139634488,0.0036982665,0.962135147,0.0341665865,1.41513, ,,,13.3274364983,,,1.7154483644,,
C,26-08-2007,9,3989.8441075842,18.4,1379,370,101.325,509.3,0.0241325,6.2991260867,10.1431981068,0.0018542184,0.9311825043,0.0669632773,1.3807008,3737.5,6.9301413949,166.5109871723,14.4269930276,0.8407420956,,1.8531817034,-7.9166753241,-14.6710378624
C,27-05-2002,8.48,,11.5,1230,370,101.325,509.3,0.021525,6.3825977503,10.2309245011,0.0077904436,0.9749098021,0.0172997543,1.2847425, ,,,17.99426541,,,1.0658915596,,
C,27-05-2009,8.9,5415.1702887314,9.2,1132,370,101.325,509.3,0.01981,6.4117413776,10.2664189505,0.0031052868,0.9557852892,0.041109424,1.2512752,5208.3333333333,16.1733688356,288.4534188933,19.4357552701,1.2088004908,,1.0974446874,-3.4450800748,-3.7807848257
C,27-05-2010,8.9,4099.9092836445,11.7,1208,370,101.325,509.3,0.02114,6.3807030325,10.23041907,0.0028814813,0.9526048178,0.0445137009,1.2876177,3927.5,11.3170178226,219.457132283,17.8755297793,1.0537319998,,1.1775838671,-6.9257886263,-8.1556969531
C,27-06-1996,8.7,,17,1000,370,101.325,509.3,0.0175,6.3233710029,10.1898780117,0.0040529619,0.9647205239,0.0312265142,1.36177, ,,,15.0697699268,,,1.3543391048,,
C,28-05-1998,9.5,3631.147667851,14.5,1150,370,101.325,509.3,0.020125,6.3491346657,10.2035601627,0.0005894663,0.8343040307,0.165106503,1.3272825,3110,1.8332403029,38.9495008502,16.3152646135,0.2632193964,,2.1169842467,-15.293017672,-32.3750774961
C,28-05-2008,8.9,4856.378136884,12.7,1136,370,101.325,509.3,0.01988,6.3704978586,10.2250207744,0.0028131828,0.9521384228,0.0450483944,1.3019097,4651.0416666667,13.0842303067,262.2152101381,17.2968461254,1.1167481799,,1.222799744,-4.4485223046,-5.4396519352
C,28-05-2014,9.1,,14.9,1151,370,101.325,509.3,0.0201425,6.3444425656,10.1990527225,0.0016235718,0.9247597533,0.073616675,1.3328593, ,,,16.1070987731,,,1.5449886229,,
C,28-06-2000,8.2,5124.2282974752,16,2150,370,101.325,509.3,0.037625,6.3145429179,10.1187476714,0.0126995151,0.9755380685,0.0117624164,1.34808,5120.8333333333,65.0321003326,1449.465158879,15.5523715068,1.8131277806,,1.0956094638,52.25059364,57.2462448821
C,28-08-2002,8.89,,19.9,1330,370,101.325,509.3,0.023275,6.2827004669,10.1315883276,0.0023306386,0.9435707471,0.0540986142,1.4006793, ,,,13.7783534684,,,1.886509916,,
C,28-08-2013,9.3,,24.2,1365,370,101.325,509.3,0.0238875,6.2325108855,10.0870429821,0.0007353664,0.8589994447,0.1402651889,1.4562052, ,,,12.124711731,,,4.2587513232,,
C,29-05-1995,8.07,,15,600,370,101.325,509.3,0.0105,6.3576681206,10.2555224824,0.0189040862,0.9747372614,0.0063586524,1.33425, ,,,16.0556030334,,,1.0575182945,,
C,29-06-2004,8.7,,18.7000007629,1323,370,101.325,509.3,0.0231525,6.2967274794,10.1444056851,0.00379961,0.9616378337,0.0345625563,1.3847217102, ,,,14.2940373212,,,1.4888938949,,
C,29-07-1998,9.8,4284.7623676045,25,1300,370,101.325,509.3,0.02275,6.2246079988,10.0846819951,0.0001749535,0.6581346558,0.3416903906,1.46625,3186.6666666667,0.5575186459,16.3120820269,11.8474973956,-0.2537406033,,8.1255479992,-11.9222175598,-96.8745510387
C,29-08-2006,9.9,5067.1332594449,20.1,1262,370,101.325,509.3,0.022085,6.2817360197,10.1349585387,0.0001522018,0.6319516111,0.367896187,1.4033193,3697.5,0.5627662287,14.2445038766,13.6948513283,-0.2496719723,,5.8194071829,-13.8674818652,-80.7005235751
C,29-08-2012,7.93,4621.8021956879,20.9,1364,370,101.325,509.3,0.02387,6.2704928921,10.1189348283,0.0212981285,0.9724080602,0.0062938114,1.4138233,4684.1666666667,99.7639833755,2587.0038874419,13.3675963144,1.9989737813,,1.1373593176,91.2345847365,103.766505037
C,30-07-2000,8.39,4616.4034711306,21.5,1450,370,101.325,509.3,0.025375,6.2619606408,10.1065560633,0.0072533224,0.9740389829,0.0187076948,1.4216425,4555.8333333333,33.0449277893,872.4635805917,13.129074778,1.5191048072,,1.4184678169,21.0311407799,29.8319963485
C,31-05-1996,8,,14.5,950,370,101.325,509.3,0.016625,6.3537017663,10.2218285652,0.0219514928,0.9722149464,0.0058335608,1.3272825, ,,,16.3152646135,,,1.0439746009,,
C,31-07-2013,8.9,,20.1,1347,370,101.325,509.3,0.0235725,6.2800588776,10.1282499703,0.0022601131,0.9420442309,0.0556956561,1.4033193, ,,,13.6948513283,,,1.9342139243,,
C,31-08-1995,,,18.5,1100,370,101.325,509.3,0.01925,6.303675872,10.164996988,0.999999503,0.000000497,3.39881028781313E-017,1.3820425, ,,,14.3824913633,,,1.0000003973,,
C,31-08-2011,8.6,4874.2275776101,21.5,1090,370,101.325,509.3,0.019075,6.2692176356,10.1355840424,0.0045162651,0.9673013494,0.0281823855,1.4216425,4753.1416666667,21.4664479526,566.7645625589,13.129074778,1.3317601878,,1.6478473969,8.8042660723,14.508086929
D,01-06-1999,8.31,2398.0545723764,11,360,370,101.325,509.3,0.0063,6.413613693,10.3373207721,0.0124201485,0.9783924578,0.0091873936,1.27753,2397.5,29.7773060804,564.1770362574,18.2955985365,1.4738854051,,1.0397276504,12.1246831664,12.6063683401
D,01-06-2005,9.2,2660.6550121055,9.8,290.3,370,101.325,509.3,0.00508025,6.4310520185,10.3647659141,0.001590799,0.9344655566,0.0639436443,1.2600772,2495.8333333333,3.9703692405,72.2616872245,19.0458088767,0.5988308976,,1.2206057069,-15.9196642558,-19.4316330424
D,01-06-2011,9.2,3236.4742949285,8.4,325.8,370,101.325,509.3,0.0057015,6.4458315067,10.3746917868,0.0016481579,0.9357660845,0.0625857576,1.2394608,3041.9083333333,5.0135451467,87.0173253161,19.9717362429,0.7001449301,,1.1563552642,-15.7958497976,-18.2656140658
D,01-07-2000,8.12,3169.062835893,18,1500,370,101.325,509.3,0.02625,6.3015324163,10.1384336652,0.0148219216,0.9758253477,0.0093527307,1.37532,3178.3333333333,47.109007436,1117.9540509189,14.6068517641,1.673103954,,1.1203618813,34.3222763894,38.4533701475
D,01-08-1999,8.1,2280.012855153,20,380,370,101.325,509.3,0.00665,6.3078042449,10.2356169794,0.0157665202,0.9770833384,0.0071501414,1.402,2291.6666666667,36.1316088653,911.7742025046,13.7365168084,1.5578873002,,1.1696070162,23.6492172121,27.6602903797
D,02-05-2012,8.7,3568.2841922238,5.2,277.1,370,101.325,509.3,0.00484925,6.4861721023,10.4242922493,0.0059628943,0.9756296925,0.0184074131,1.1913072,3515.8333333333,20.9645425726,325.6811260293,22.3135886133,1.3214853909,,1.0213785357,-1.424592619,-1.4550483232
D,02-06-1995,8.18,,15,350,370,101.325,509.3,0.006125,6.3672079292,10.2936817168,0.0150416628,0.9774350749,0.0075232623,1.33425, ,,,16.0556030334,,,1.0738015972,,
D,02-06-2006,9.3,2721.4211974129,13.8,505,370,101.325,509.3,0.0088375,6.3749576137,10.281930695,0.0010750377,0.9046198142,0.094305148,1.3174692,2480.8333333333,2.666989454,55.397542377,16.6881203039,0.4260212984,,1.6598080681,-14.8063141775,-24.5756397301
D,02-06-2010,8.6,2473.402836929,10,316,370,101.325,509.3,0.00553,6.4274240078,10.3572960311,0.0065619981,0.9763647572,0.0170732447,1.263,2439.1666666667,16.0058071146,293.2767121786,18.9180610181,1.2042775789,,1.0602341398,-3.0753401221,-3.2605805891
D,02-07-1996,8.9,,19.5,350,370,101.325,509.3,0.006125,6.3149156792,10.2460042168,0.0024813422,0.954489112,0.0430295458,1.3953825, ,,,13.9474277992,,,1.8456099401,,
D,02-07-2008,8.8,,18.9,382,370,101.325,509.3,0.006685,6.3204472551,10.2464906802,0.0031900437,0.9623861658,0.0344237906,1.3873953, ,,,14.2063111317,,,1.623486044,,
D,02-07-2014,9.4,,19.1,410.4,370,101.325,509.3,0.007182,6.3169337551,10.2396462803,0.0007210134,0.8729906325,0.1262883541,1.3900633, ,,,14.1193050685,,,2.9799278421,,
D,02-08-2001,8.3,3704.8755218112,20,370,370,101.325,509.3,0.006475,6.3082398998,10.2373595993,0.009974662,0.9787196059,0.0113057321,1.402,3691.6666666667,36.823127212,929.2245350218,13.7365168084,1.5661206683,,1.26357427,24.3794605863,30.8052591125
D,02-09-1997,,,,,370,101.325,509.3,0,6.58,10.62,0.999999737,0.000000263,6.30957178521547E-018,1.11, ,,,26.9077027826,,,1.0000002499,,
D,03-05-2006,9.8,3131.3860322125,4.4,260,370,101.325,509.3,0.00455,6.4965962931,10.4381957322,0.0004041116,0.8126528382,0.1869430501,1.1790448,2630.8333333333,1.0631503473,16.0560785961,22.952596496,0.0265946854,,1.2057669737,-23.115255133,-27.8716112288
D,03-06-2009,8.6,3347.2730120122,10,307.9,370,101.325,509.3,0.00538825,6.427817934,10.3588717362,0.0065683199,0.9764193176,0.0170123625,1.263,3304.1666666667,21.7028237068,397.6639688418,18.9180610181,1.3365162426,,1.0602341398,2.9407093992,3.1178405004
D,03-08-2004,8.9,,19.2000007629,370.5,370,101.325,509.3,0.00648375,6.3174729812,10.2454093921,0.0024958127,0.9544188388,0.0430853486,1.3913952102, ,,,14.0760698004,,,1.8036205043,,
D,03-09-2002,8.31,,17.4,360,370,101.325,509.3,0.0063,6.338813053,10.2659991721,0.0104584535,0.9787108785,0.010830668,1.3672068, ,,,14.8822920166,,,1.163204278,,
D,04-05-2005,9.1,2826.7767278241,4.9,256,370,101.325,509.3,0.00448,6.4908650245,10.432634558,0.0023448234,0.9533340738,0.0443211028,1.1867193,2704.1666666667,6.3407932887,97.4681886749,22.5505595162,0.8021435953,,1.0489618102,-17.1175131363,-17.9556175658
D,04-06-2002,8.2,,7.2,2000,370,101.325,509.3,0.035,6.4200437265,10.229519546,0.0161778792,0.9747154777,0.0091066431,1.2215712, ,,,20.8115976884,,,1.0117929316,,
D,04-06-2008,8.7,3164.5055598247,10.4,329,370,101.325,509.3,0.0057575,6.4220938955,10.3500709421,0.0051315163,0.9730873302,0.0217811535,1.2688288,3104.125,15.9288680623,295.8105882265,18.6658521669,1.202184915,,1.0833209688,-2.8902552144,-3.131074079
D,04-06-2014,8.9,,12.5,337.7,370,101.325,509.3,0.00590975,6.3970161619,10.3240021477,0.0030174797,0.9607893976,0.0361931226,1.2990625, ,,,17.4106153933,,,1.2130478171,,
D,04-08-1995,8.13,,20.5,350,370,101.325,509.3,0.006125,6.3033556792,10.2359042168,0.0145743655,0.977763853,0.0076617815,1.4085825, ,,,13.5298855191,,,1.1989733848,,
D,05-05-2010,8.7,2419.7782487167,5.1,274.5,370,101.325,509.3,0.00480375,6.4874967651,10.4261135204,0.0059814616,0.9756870793,0.0183314591,1.1897793,2381.6666666667,14.245847709,220.5299593101,22.392228742,1.1536882973,,1.0207843318,-8.6025783708,-8.7813772141
D,06-05-2008,8.7,3133.8966526832,3.7,252.9,370,101.325,509.3,0.00442575,6.5053215035,10.448825754,0.0062363283,0.9763543555,0.0174093162,1.1682417,3090.6666666667,19.2744120755,283.93755593,23.5307040626,1.2849811397,,1.0138848191,-4.4946443384,-4.5570516621
D,06-05-2009,8.8,3387.7472807276,3.1,256.4,370,101.325,509.3,0.004487,6.5122847771,10.4559111684,0.0050189487,0.973482123,0.0214989283,1.1589273,3324.1666666667,16.6838220079,240.5596858312,24.0408224977,1.2222955479,,1.0146079623,-7.7689925172,-7.8824816673
D,06-07-1995,8.04,,17,360,370,101.325,509.3,0.0063,6.343461693,10.2702407721,0.0196026779,0.974661272,0.0057360501,1.36177, ,,,15.0697699268,,,1.0820703703,,
D,06-07-1999,7.3,1948.7157038218,16.5,350,370,101.325,509.3,0.006125,6.3497276792,10.2773842168,0.1007303508,0.8983233064,0.0009463427,1.3549425,2156.6666666667,217.2417899543,4919.1025043006,15.3085522876,2.3369433725,,1.0138193275,213.241498976,216.1883530838
D,06-07-2004,8.9,,15.3999996185,335.799987793,370,101.325,509.3,0.0058764998,6.3631944631,10.2919071989,0.0027843039,0.9583456567,0.0388700393,1.3397987947, ,,,15.8517723666,,,1.3955124165,,
D,06-08-2000,,,21,385,370,101.325,509.3,0.0067375,6.2960400045,10.224746018,0.9999994942,5.05777814922888E-007,3.01448937756926E-017,1.41513,2959.1666666667,2959.1651699858,76966.0514241749,13.3274364983,3.4711692066,,1.0000004147,,
D,06-08-2003,8.97,2978.0142015487,19.7,423,370,101.325,509.3,0.0074025,6.3094747912,10.2314613048,0.0020673712,0.9461144245,0.0518182043,1.3980337,2828.3333333333,5.8472147843,146.2119088301,13.8625434984,0.766949047,,2.0016007833,-8.464187122,-16.9419235734
D,07-05-2007,8.7,2628.1131279877,7.6,442.5,370,101.325,509.3,0.00774375,6.4502621338,10.3643854952,0.0054773608,0.973440061,0.0210825782,1.2275568,2579.1666666667,14.1270263871,238.5654547946,20.5267324614,1.1500507564,,1.041068968,-6.7580896145,-7.0356373808
D,07-08-1994,8.1,,,385,370,101.325,509.3,0.0067375,6.5431890045,10.472756018,0.0268853692,0.9690071931,0.0041074377,1.11, ,,,26.9077027826,,,1.0011238388,,
D,07-08-2002,6.7,,18.5,370,370,101.325,509.3,0.006475,6.3256046498,10.2527120993,0.2968470951,0.7029560184,0.0001968866,1.3820425, ,,,14.3824913633,,,1.0054822264,,
D,07-08-2013,8.8,,19.3,377.6,370,101.325,509.3,0.006608,6.3160055566,10.2431467663,0.0031568466,0.9621613909,0.0346817625,1.3927257, ,,,14.033012818,,,1.6690037569,,
D,08-06-1998,9.4,2769.6573257954,12,300,370,101.325,509.3,0.00525,6.4046921005,10.336992402,0.0009052845,0.8955565186,0.1035381969,1.29192,2503.3333333333,2.2662289448,44.383728437,17.6993216555,0.3553037822,,1.558409713,-16.2973459025,-25.39794215
D,08-06-2001,8.65,3969.3447997005,12.5,331,370,101.325,509.3,0.0057925,6.3973288232,10.3252527929,0.0054435271,0.9739834187,0.0205730542,1.2990625,3901.6666666667,21.2388281039,422.8565381476,17.4106153933,1.32713055,,1.1220725961,4.0425926225,4.5360823991
D,08-06-2004,8.7,2930.3025386319,8.8000001907,282.299987793,370,101.325,509.3,0.0049402498,6.4432567525,10.3784292566,0.0053938082,0.9741789613,0.0204272305,1.2453792028,2878.3333333333,15.5251779162,273.1591726464,19.7014149908,1.1910365858,,1.0560014904,-4.4101063508,-4.657078879
D,08-07-1998,8.9,2656.8885932668,19,,370,101.325,509.3,0,6.355971,10.39219,0.0027606287,0.966133169,0.0311062023,1.38873,2575,7.1086188005,173.9863694411,14.1627184595,0.8517852258,,1.7764729615,-7.44912924,-13.2331766813
D,08-07-2002,8.6,,18,490,370,101.325,509.3,0.008575,6.3265769833,10.2386119331,0.0051814684,0.9724692311,0.0223493006,1.37532, ,,,14.6068517641,,,1.346786165,,
D,08-08-2007,8.7,2589.7237771264,21.5,425.6,370,101.325,509.3,0.007448,6.2885854359,10.2130552436,0.0037482455,0.9665906482,0.0296611063,1.4216425,2515.8333333333,9.429960898,248.9730799942,13.129074778,0.9745098919,,1.7922146036,-3.9062642573,-7.0008638476
D,08-08-2012,8.22,3343.2576736588,22.4,437.7,370,101.325,509.3,0.00765975,6.2777359235,10.2023446541,0.0111777504,0.9786299112,0.0101923383,1.4332768,3338.3333333333,37.315056884,1011.9543183158,12.7820296875,1.571884108,,1.3397387915,25.9068767196,34.7084477067
D,09-07-2001,8.6,3974.1026695567,17.6,350,370,101.325,509.3,0.006125,6.3369402892,10.2656901168,0.0053131104,0.9736627402,0.0210241494,1.3699168,3904.1666666667,20.7432685191,486.1765296332,14.7897155702,1.3168771893,,1.3210765019,6.286951914,8.3055444418
D,09-07-2003,8.65,2813.8989151225,17.1,422,370,101.325,509.3,0.007385,6.3396628447,10.2586322387,0.0047536662,0.9713278523,0.0239184814,1.3631313,2752.5,13.0844663429,301.9168240664,15.02260755,1.1167560144,,1.3244550931,-2.0466771147,-2.7107319286
D,09-09-1998,9.1,2441.0572054977,20,220,370,101.325,509.3,0.00385,6.3158554185,10.2678216739,0.0015368704,0.9349358663,0.0635272633,1.402,2290,3.5194331586,88.8122190584,13.7365168084,0.5464727215,,2.3398590828,-10.7892403341,-25.2453019927
D,10-05-1995,8.11,,8.5,285,370,101.325,509.3,0.0049875,6.4466607569,10.3815165277,0.0211380172,0.9736513921,0.0052105907,1.2409425, ,,,19.903713968,,,1.0135001565,,
D,10-05-2001,8.76,3767.2674985228,7.9,290,370,101.325,509.3,0.005075,6.4534973176,10.3878301303,0.0048005859,0.9722924887,0.0229069253,1.2320313,3691.6666666667,17.7221630727,302.3764948993,20.3163329661,1.2485167285,,1.0509273472,-2.7394434074,-2.8789559929
D,10-06-1999,8.3,2539.334962755,14,320,370,101.325,509.3,0.0056,6.3802876875,10.3103667501,0.0117739999,0.9786701443,0.0095558558,1.32028,2536.6666666667,29.8667130449,624.4065200749,16.5804617819,1.4751874293,,1.077751728,14.0302813337,15.1211599517
D,10-07-1994,6.8,,18,365,370,101.325,509.3,0.0063875,6.3316243856,10.2588015424,0.2537289421,0.7460116733,0.0002593845,1.37532, ,,,14.6068517641,,,1.0061704978,,
D,10-07-2013,9.2,,21.2,409.3,370,101.325,509.3,0.00716275,6.2927101018,10.2186746474,0.001128475,0.9115528373,0.0873186876,1.4177392, ,,,13.247606571,,,2.9043942972,,
