LAKE,Date,Date2,Replicate,LIGHT_O2_ppm,DARK_O2_ppm,LIGHT_Pois_O2_ppm,DARK_Pois_O2_ppm,NetOxy_ppm,RespOxy_ppm,Net_mgC_m3_h,Resp_mgC_m3_H,LightAzidemgCm3h,DarkAzidemgCm3h
D,29-Jul-97,1997-07-29,2,7.2,6.8,6.4,6.3,-0.80,-1.20,-9.60,-14.40,-19.20,-20.40
D,29-Jul-97,1997-07-29,3,7.3,6,6.4,6.2,-0.70,-2.00,-8.40,-24.00,-19.20,-21.60
D,12-Aug-97,1997-08-12,1,4.1,4,4.3,4.1,-2.40,-2.50,-28.80,-30.00,-26.40,-28.80
D,12-Aug-97,1997-08-12,2,3.9,4.3,4.6,3.9,-2.60,-2.20,-31.20,-26.40,-22.80,-31.20
D,12-Aug-97,1997-08-12,3,3.9,4.2,4.4,3.9,-2.60,-2.30,-31.20,-27.60,-25.20,-31.20
D,11-May-98,1998-05-11,1,8,7.5,5.5,5,-1.17,-1.67,-14.00,-20.00,-44.01,-50.01
D,11-May-98,1998-05-11,2,8,8,5,4,-1.17,-1.17,-14.00,-14.00,-50.01,-62.01
D,11-May-98,1998-05-11,3,8,8,5,4,-1.17,-1.17,-14.00,-14.00,-50.01,-62.01
D,25-May-98,1998-05-25,1,5.2,4.6,4.4,4.5,0.07,-0.53,0.77,-6.14,-8.45,-7.30
D,25-May-98,1998-05-25,2,5,4.6,4.4,4.5,-0.13,-0.53,-1.54,-6.14,-8.45,-7.30
D,25-May-98,1998-05-25,3,5.4,4.8,4.6,4.4,0.27,-0.33,3.07,-3.84,-6.14,-8.45
D,08-Jun-98,1998-06-08,1,7,6.6,6.6,6.7,-0.13,-0.53,-1.60,-6.40,-6.40,-5.20
D,08-Jun-98,1998-06-08,2,6.9,6.6,6.7,6.6,-0.23,-0.53,-2.80,-6.40,-5.20,-6.40
D,08-Jun-98,1998-06-08,3,6.8,6.5,6.7,6.6,-0.33,-0.63,-4.00,-7.60,-5.20,-6.40
D,22-Jun-98,1998-06-22,1,9.2,9.1,9.2,9,-1.07,-1.17,-12.80,-14.00,-12.80,-15.20
D,22-Jun-98,1998-06-22,2,9.3,9,9.1,9,-0.97,-1.27,-11.60,-15.20,-14.00,-15.20
D,22-Jun-98,1998-06-22,3,9.4,9,8.9,8.9,-0.87,-1.27,-10.40,-15.20,-16.40,-16.40
D,08-Jul-98,1998-07-08,1,8.6,8.6,8.2,8.3,-2.73,-2.73,-16.40,-16.40,-18.80,-18.20
D,08-Jul-98,1998-07-08,2,8.7,8.5,8.2,8.2,-2.63,-2.83,-15.80,-17.00,-18.80,-18.80
D,08-Jul-98,1998-07-08,3,8.6,8.4,8.2,8.3,-2.73,-2.93,-16.40,-17.60,-18.80,-18.20
D,24-Jul-98,1998-07-24,1,7.8,7.6,7.5,6.6,-0.20,-0.40,-2.40,-4.80,-6.00,-16.80
D,24-Jul-98,1998-07-24,2,7.7,7.7,7.2,7,-0.30,-0.30,-3.60,-3.60,-9.60,-12.00
D,24-Jul-98,1998-07-24,3,7.8,7.4,7.3,7,-0.20,-0.60,-2.40,-7.20,-8.40,-12.00
D,14-Aug-98,1998-08-14,1,5.9,4.5,4.8,4.6,1.73,0.33,6.93,1.33,2.53,1.73
D,14-Aug-98,1998-08-14,2,5.7,4.5,4.7,4.5,1.53,0.33,6.13,1.33,2.13,1.33
D,14-Aug-98,1998-08-14,3,5.4,4.4,4.6,3.8,1.23,0.23,4.93,0.93,1.73,-1.47
D,09-Sep-98,1998-09-09,1,4.7,4.3,4.2,4.2,0.47,0.07,5.60,0.80,-0.40,-0.40
D,09-Sep-98,1998-09-09,2,4.4,4.4,4.1,4.2,0.17,0.17,2.00,2.00,-1.60,-0.40
D,09-Sep-98,1998-09-09,3,5.3,4.4,4.2,4.1,1.07,0.17,12.80,2.00,-0.40,-1.60
D,16-May-99,1999-05-16,1,9.4,9.1,8.1,7.6,-1.80,-2.10,-23.57,-27.50,-40.59,-47.13
D,16-May-99,1999-05-16,2,9.4,8.8,7.7,7.4,-1.80,-2.40,-23.57,-31.42,-45.83,-49.75
D,16-May-99,1999-05-16,3,8.9,8.8,7.7,7.3,-2.30,-2.40,-30.11,-31.42,-45.83,-51.06
D,01-Jun-99,1999-06-01,1,13,11.4,11.6,11.4,-0.60,-2.20,-7.20,-26.40,-24.00,-26.40
D,01-Jun-99,1999-06-01,2,12.8,11.4,11.4,11.2,-0.80,-2.20,-9.60,-26.40,-26.40,-28.80
D,01-Jun-99,1999-06-01,3,12.2,11.4,11.5,11.4,-1.40,-2.20,-16.80,-26.40,-25.20,-26.40
D,10-Jun-99,1999-06-10,1,9.2,7.9,7.8,8,0.80,-0.50,4.80,-3.00,-3.60,-2.40
D,10-Jun-99,1999-06-10,2,9.1,8.1,7.9,8.1,0.70,-0.30,4.20,-1.80,-3.00,-1.80
D,10-Jun-99,1999-06-10,3,9.1,8,7.9,7.9,0.70,-0.40,4.20,-2.40,-3.00,-3.00
D,06-Jul-99,1999-07-06,1,9,8.3,8.4,8.4,0.20,-0.50,2.45,-6.13,-4.90,-4.90
D,06-Jul-99,1999-07-06,2,9.4,8.2,8.4,8.2,0.60,-0.60,7.35,-7.35,-4.90,-7.35
D,06-Jul-99,1999-07-06,3,8.8,8.2,8.4,8.2,0.00,-0.60,0.00,-7.35,-4.90,-7.35
D,18-Jul-99,1999-07-18,1,8.7,8.6,9.2,9.1,-0.10,-0.20,-1.25,-2.50,5.01,3.76
D,18-Jul-99,1999-07-18,2,8.7,8.5,9,8.9,-0.10,-0.30,-1.25,-3.76,2.50,1.25
D,18-Jul-99,1999-07-18,3,8.6,8.8,9,8.9,-0.20,0.00,-2.50,0.00,2.50,1.25
D,01-Aug-99,1999-08-01,1,8,8.2,8.8,8.3,0.00,0.20,0.00,2.56,10.24,3.84
D,01-Aug-99,1999-08-01,2,8.5,8,8.4,8.2,0.50,0.00,6.40,0.00,5.12,2.56
D,01-Aug-99,1999-08-01,3,8.5,8.2,8.4,8.2,0.50,0.20,6.40,2.56,5.12,2.56
D,18-Aug-99,1999-08-18,1,9.1,8.6,8.8,8.6,0.40,-0.10,5.01,-1.25,1.25,-1.25
D,18-Aug-99,1999-08-18,2,8.8,8.8,8.8,8.6,0.10,0.10,1.25,1.25,1.25,-1.25
D,18-Aug-99,1999-08-18,3,8.8,8.8,8.7,8.6,0.10,0.10,1.25,1.25,0.00,-1.25
D,27-Aug-99,1999-08-27,1,9.6,9,9,9.1,1.20,0.60,15.03,7.51,7.51,8.77
D,27-Aug-99,1999-08-27,2,9.4,9.1,9,9.2,1.00,0.70,12.52,8.77,7.51,10.02
D,27-Aug-99,1999-08-27,3,9.1,9.2,9,9,0.70,0.80,8.77,10.02,7.51,7.51
D,12-May-00,2000-05-12,1,8.2,7.8,8,7.6,-2.60,-3.00,-32.56,-37.57,-35.07,-40.08
D,12-May-00,2000-05-12,2,8.4,7.8,8,7.8,-2.40,-3.00,-30.06,-37.57,-35.07,-37.57
D,12-May-00,2000-05-12,3,8.1,7.8,7.8,7.8,-2.70,-3.00,-33.81,-37.57,-37.57,-37.57
D,31-May-00,2000-05-31,1,9,7.7,8.4,8,-0.40,-1.70,-4.61,-19.59,-11.52,-16.13
D,31-May-00,2000-05-31,2,8.8,7.8,8.3,8,-0.60,-1.60,-6.91,-18.43,-12.67,-16.13
D,31-May-00,2000-05-31,3,9.1,7.8,8.4,8,-0.30,-1.60,-3.46,-18.43,-11.52,-16.13
D,18-Jun-00,2000-06-18,1,10.1,7.6,8.7,6,0.30,-2.20,4.32,-31.68,-15.84,-54.73
D,18-Jun-00,2000-06-18,2,9.7,7.9,8.5,6.2,-0.10,-1.90,-1.44,-27.36,-18.72,-51.85
D,18-Jun-00,2000-06-18,3,9.9,8.1,8.5,6,0.10,-1.70,1.44,-24.48,-18.72,-54.73
D,01-Jul-00,2000-07-01,1,7.9,7.6,8,7.6,0.70,0.40,8.86,5.06,10.13,5.06
D,01-Jul-00,2000-07-01,2,8,7.6,8,7.6,0.80,0.40,10.13,5.06,10.13,5.06
D,01-Jul-00,2000-07-01,3,8,7.6,8,7.5,0.80,0.40,10.13,5.06,10.13,3.80
D,16-Jul-00,2000-07-16,1,7.8,7.2,7.5,7.8,0.80,0.20,9.22,2.30,5.76,9.22
D,16-Jul-00,2000-07-16,2,7.8,7.4,7.4,7.4,0.80,0.40,9.22,4.61,4.61,4.61
D,16-Jul-00,2000-07-16,3,7.8,7.4,7.4,7.2,0.80,0.40,9.22,4.61,4.61,2.30
D,06-Aug-00,2000-08-06,1,8.4,8.1,8.6,7.9,0.60,0.30,1.81,0.90,2.41,0.30
D,06-Aug-00,2000-08-06,2,8.5,7.8,8.2,7.9,0.70,0.00,2.11,0.00,1.21,0.30
D,06-Aug-00,2000-08-06,3,8.3,7.9,8.2,7.6,0.50,0.10,1.51,0.30,1.21,-0.60
D,17-Aug-00,2000-08-17,1,8.5,8,7.8,7.9,,,,,,
D,17-Aug-00,2000-08-17,2,8.4,8.1,7.9,8,,,,,,
D,17-Aug-00,2000-08-17,3,8.3,8,7.9,7.9,,,,,,
D,10-May-01,2001-05-10,1,10.8,11.85,11.6,12,-3.20,-2.15,-39.22,-26.35,-29.42,-24.51
D,10-May-01,2001-05-10,2,10.9,11.85,11.6,12.1,-3.10,-2.15,-38.00,-26.35,-29.42,-23.29
D,10-May-01,2001-05-10,3,11.44,11.8,11.8,12,-2.56,-2.20,-31.38,-26.97,-26.97,-24.51
D,23-May-01,2001-05-23,1,11.3,11.2,11.4,10.4,0.45,0.35,5.64,4.38,6.89,-5.64
D,23-May-01,2001-05-23,2,11.4,11.6,11.2,11,0.55,0.75,6.89,9.39,4.38,1.88
D,23-May-01,2001-05-23,3,11.6,11.5,11.2,11.4,0.75,0.65,9.39,8.14,4.38,6.89
D,08-Jun-01,2001-06-08,1,11.4,10.5,10.6,10.4,1.60,0.70,20.04,8.77,10.02,7.51
D,08-Jun-01,2001-06-08,2,10.8,10.4,10.6,10.6,1.00,0.60,12.52,7.51,10.02,10.02
D,08-Jun-01,2001-06-08,3,11,10.2,10.8,10.4,1.20,0.40,15.03,5.01,12.52,7.51
D,20-Jun-01,2001-06-20,1,9.4,9.4,9.9,9.8,0.20,0.20,2.50,2.50,8.77,7.51
D,20-Jun-01,2001-06-20,2,9.4,9.5,9.8,9.8,0.20,0.30,2.50,3.76,7.51,7.51
D,20-Jun-01,2001-06-20,3,9.2,9.6,9.9,9.6,0.00,0.40,0.00,5.01,8.77,5.01
D,09-Jul-01,2001-07-09,1,10,9.5,9.65,9.5,2.20,1.70,26.97,20.84,22.68,20.84
D,09-Jul-01,2001-07-09,2,9.8,9.5,9.6,9.5,2.00,1.70,24.51,20.84,22.06,20.84
D,09-Jul-01,2001-07-09,3,10,9.65,9.1,9.65,2.20,1.85,26.97,22.68,15.93,22.68
D,18-Jul-01,2001-07-18,1,8.6,8.5,8.3,8.4,-0.40,-0.50,-5.01,-6.26,-8.77,-7.51
D,18-Jul-01,2001-07-18,2,8.4,8.5,8.3,8.25,-0.60,-0.50,-7.51,-6.26,-8.77,-9.39
D,18-Jul-01,2001-07-18,3,8.25,8.55,8.3,8.35,-0.75,-0.45,-9.39,-5.64,-8.77,-8.14
D,02-Aug-01,2001-08-02,1,8.4,8.4,8.5,8.6,1.80,1.80,23.04,23.04,24.32,25.60
D,02-Aug-01,2001-08-02,2,8.8,8.7,8.4,8.5,2.20,2.10,28.16,26.88,23.04,24.32
D,02-Aug-01,2001-08-02,3,8.8,8.6,8.6,8.8,2.20,2.00,28.16,25.60,25.60,28.16
D,15-Aug-01,2001-08-15,1,9.3,9.1,9,8.8,2.00,1.80,26.19,23.57,22.26,19.64
D,15-Aug-01,2001-08-15,2,9.2,8.8,8.8,9.1,1.90,1.50,24.88,19.64,19.64,23.57
D,15-Aug-01,2001-08-15,3,9,9,9,9,1.70,1.70,22.26,22.26,22.26,22.26
D,14-May-02,2002-05-14,1,5.1,4.5,4.6,4.5,-0.20,-0.80,-2.57,-10.26,-8.98,-10.26
D,14-May-02,2002-05-14,2,4.9,4.5,4.6,4.5,-0.40,-0.80,-5.13,-10.26,-8.98,-10.26
D,14-May-02,2002-05-14,3,4.7,4.5,4.6,4.5,-0.60,-0.80,-7.70,-10.26,-8.98,-10.26
D,04-Jun-02,2002-06-04,1,10.9,10.9,10.8,10.6,1.10,1.10,8.39,8.39,7.63,6.10
D,04-Jun-02,2002-06-04,2,11.1,10.8,11,10.9,1.30,1.00,9.92,7.63,9.16,8.39
D,04-Jun-02,2002-06-04,3,11.1,10.8,10.9,10.7,1.30,1.00,9.92,7.63,8.39,6.87
D,14-Jun-02,2002-06-14,1,11.7,11.1,11.3,11.2,0.30,-0.30,3.71,-3.71,-1.24,-2.47
D,14-Jun-02,2002-06-14,2,11.8,11.2,11.6,11.4,0.40,-0.20,4.94,-2.47,2.47,0.00
D,14-Jun-02,2002-06-14,3,11.6,11.2,11.4,11.4,0.20,-0.20,2.47,-2.47,0.00,0.00
D,26-Jun-02,2002-06-26,1,9,8.8,8.6,8.6,1.30,1.10,15.60,13.20,10.80,10.80
D,26-Jun-02,2002-06-26,2,8.9,8.7,8.7,8.7,1.20,1.00,14.40,12.00,12.00,12.00
D,26-Jun-02,2002-06-26,3,8.9,8.5,8.5,8.5,1.20,0.80,14.40,9.60,9.60,9.60
D,08-Jul-02,2002-07-08,1,9.4,9.3,9.2,9.1,0.40,0.30,4.31,3.23,2.15,1.08
D,08-Jul-02,2002-07-08,2,9.5,8.9,9.1,9,0.50,-0.10,5.38,-1.08,1.08,0.00
D,08-Jul-02,2002-07-08,3,9.5,9.1,8.8,8.8,0.50,0.10,5.38,1.08,-2.15,-2.15
D,07-Aug-02,2002-08-07,1,8.6,8,8.1,8,0.50,-0.10,3.51,-0.70,0.00,-0.70
D,07-Aug-02,2002-08-07,2,8.6,8.2,8.3,8,0.50,0.10,3.51,0.70,1.41,-0.70
D,07-Aug-02,2002-08-07,3,8.7,8.1,8.1,8.1,0.60,0.00,4.22,0.00,0.00,0.00
D,20-Aug-02,2002-08-20,1,6.12,5.86,5.95,5.88,-1.52,-1.78,-18.63,-21.82,-20.71,-21.57
D,20-Aug-02,2002-08-20,2,6.13,5.93,5.94,5.95,-1.51,-1.71,-18.51,-20.96,-20.84,-20.71
D,20-Aug-02,2002-08-20,3,6.15,5.87,5.96,5.85,-1.49,-1.77,-18.26,-21.70,-20.59,-21.94
D,03-Sep-02,2002-09-03,1,8.52,8.03,7.9,7.9,0.40,-0.09,2.38,-0.53,-1.31,-1.31
D,03-Sep-02,2002-09-03,2,8.71,7.93,7.88,7.91,0.59,-0.19,3.50,-1.13,-1.43,-1.25
D,03-Sep-02,2002-09-03,3,8.72,7.89,7.91,7.99,0.60,-0.23,3.56,-1.37,-1.25,-0.77
D,14-May-03,2003-05-14,1,9.59,9.66,9.22,9.55,-0.71,-0.64,-8.70,-7.84,-13.24,-9.19
D,14-May-03,2003-05-14,2,9.45,9.61,9.28,9.32,-0.85,-0.69,-10.42,-8.46,-12.50,-12.01
D,14-May-03,2003-05-14,3,9.55,9.35,9.3,9.5,-0.75,-0.95,-9.19,-11.64,-12.26,-9.81
D,28-May-03,2003-05-28,1,8.79,8.18,7.82,8.17,0.87,0.26,10.44,3.12,-1.20,3.00
D,28-May-03,2003-05-28,2,8.61,8.23,7.85,8.04,0.69,0.31,8.28,3.72,-0.84,1.44
D,28-May-03,2003-05-28,3,8.54,8.19,7.96,7.79,0.62,0.27,7.44,3.24,0.48,-1.56
D,25-Jun-03,2003-06-25,1,8.35,7.97,7.9,7.8,0.83,0.45,9.96,5.40,4.56,3.36
D,25-Jun-03,2003-06-25,2,8.33,7.94,7.88,8.03,0.81,0.42,9.72,5.04,4.32,6.12
D,25-Jun-03,2003-06-25,3,8.2,8.05,7.95,7.94,0.68,0.53,8.16,6.36,5.16,5.04
D,09-Jul-03,2003-07-09,1,8.19,7.92,7.91,7.83,-0.09,-0.36,-1.08,-4.32,-4.44,-5.40
D,09-Jul-03,2003-07-09,2,8.17,8.1,7.87,7.81,-0.11,-0.18,-1.32,-2.16,-4.92,-5.64
D,09-Jul-03,2003-07-09,3,8,8.04,7.86,7.91,-0.28,-0.24,-3.36,-2.88,-5.04,-4.44
D,18-Jul-03,2003-07-18,1,6.71,6.92,6.64,6.63,0.11,0.32,1.67,4.85,0.61,0.45
D,18-Jul-03,2003-07-18,2,6.83,6.89,6.75,6.85,0.23,0.29,3.49,4.40,2.27,3.79
D,18-Jul-03,2003-07-18,3,6.95,6.94,6.69,6.78,0.35,0.34,5.31,5.15,1.36,2.73
D,06-Aug-03,2003-08-06,1,8.79,8.39,8.4,8.24,1.33,0.93,16.30,11.40,11.52,9.56
D,06-Aug-03,2003-08-06,2,8.83,8.23,8.28,8.39,1.37,0.77,16.79,9.44,10.05,11.40
D,06-Aug-03,2003-08-06,3,8.57,8.6,8.29,7.91,1.11,1.14,13.61,13.97,10.17,5.52
D,29-Aug-03,2003-08-29,1,8.33,8.1,8.06,8.27,0.80,0.57,9.22,6.57,6.11,8.53
D,29-Aug-03,2003-08-29,2,8.43,8.15,8.2,8.25,0.90,0.62,10.37,7.14,7.72,8.30
D,29-Aug-03,2003-08-29,3,8.53,8.14,8.15,8.17,1.00,0.61,11.52,7.03,7.14,7.37
D,14-May-04,2004-05-14,1,9.83,10.18,9.72,9.91,2.44,2.79,28.92,33.07,27.62,29.87
D,14-May-04,2004-05-14,2,9.73,9.98,9.84,9.98,2.34,2.59,27.74,30.70,29.04,30.70
D,14-May-04,2004-05-14,3,9.68,10.14,10.07,10.07,2.29,2.75,27.14,32.60,31.77,31.77
D,27-May-04,2004-05-27,1,9.12,8.95,8.55,8.62,0.29,0.12,3.59,1.48,-3.46,-2.60
D,27-May-04,2004-05-27,2,8.98,8.92,8.85,8.59,0.15,0.09,1.85,1.11,0.25,-2.97
D,27-May-04,2004-05-27,3,8.78,8.8,8.6,8.93,-0.05,-0.03,-0.62,-0.37,-2.84,1.24
D,08-Jun-04,2004-06-08,1,7.47,7.86,7.42,7.06,0.59,0.98,7.59,12.60,6.94,2.31
D,08-Jun-04,2004-06-08,2,8.16,7.84,7.56,7.05,1.28,0.96,16.46,12.34,8.74,2.19
D,08-Jun-04,2004-06-08,3,8.12,7.53,7.36,7.54,1.24,0.65,15.95,8.36,6.17,8.49
D,22-Jun-04,2004-06-22,1,8.86,8.53,8.63,8.77,-0.25,-0.58,-3.30,-7.66,-6.34,-4.49
D,22-Jun-04,2004-06-22,2,8.62,8.61,8.79,8.81,-0.49,-0.50,-6.47,-6.61,-4.23,-3.96
D,22-Jun-04,2004-06-22,3,8.76,8.55,8.65,8.75,-0.35,-0.56,-4.62,-7.40,-6.08,-4.76
D,06-Jul-04,2004-07-06,1,8.46,8.51,8.57,8.33,1.48,1.53,17.76,18.36,19.08,16.20
D,06-Jul-04,2004-07-06,2,8.27,8.52,8.56,8.38,1.29,1.54,15.48,18.48,18.96,16.80
D,06-Jul-04,2004-07-06,3,8.44,8.72,8.51,8.62,1.46,1.74,17.52,20.88,18.36,19.68
D,23-Jul-04,2004-07-23,1,8.09,8.25,8.32,8.48,2.33,2.49,28.80,30.78,31.65,33.63
D,23-Jul-04,2004-07-23,2,8.16,8.4,8.51,8.69,2.40,2.64,29.67,32.64,34.00,36.22
D,23-Jul-04,2004-07-23,3,8.3,8.28,8.32,8.66,2.54,2.52,31.40,31.15,31.65,35.85
D,03-Aug-04,2004-08-03,1,7.01,6.85,7.09,7.21,0.64,0.48,7.75,5.81,8.71,10.17
D,03-Aug-04,2004-08-03,2,7.04,7.06,6.95,7.43,0.67,0.69,8.11,8.35,7.02,12.83
D,03-Aug-04,2004-08-03,3,7.03,7.2,7.19,7.3,0.66,0.83,7.99,10.05,9.92,11.26
D,18-Aug-04,2004-08-18,1,6.43,6.65,6.82,7.02,0.54,0.76,6.48,9.12,11.16,13.56
D,18-Aug-04,2004-08-18,2,6.46,6.73,6.83,7.08,0.57,0.84,6.84,10.08,11.28,14.28
D,18-Aug-04,2004-08-18,3,6.5,6.8,6.91,7.08,0.61,0.91,7.32,10.92,12.24,14.28
D,04-May-05,2005-05-04,1,9.01,8.79,7.25,7.6,-1.54,-1.76,-18.88,-21.57,-40.45,-36.16
D,04-May-05,2005-05-04,2,8.79,8.66,7.47,7.57,-1.76,-1.89,-21.57,-23.17,-37.75,-36.53
D,04-May-05,2005-05-04,3,8.89,8.25,7.48,7.33,-1.66,-2.30,-20.35,-28.19,-37.63,-39.47
D,18-May-05,2005-05-18,1,9.33,8.27,8.1,7.72,0.06,-1.00,0.79,-13.09,-15.32,-20.29
D,18-May-05,2005-05-18,2,8.67,8.21,8.05,8.42,-0.60,-1.06,-7.86,-13.88,-15.97,-11.13
D,18-May-05,2005-05-18,3,8.65,8.21,8.3,7.88,-0.62,-1.06,-8.12,-13.88,-12.70,-18.20
D,01-Jun-05,2005-06-01,1,7.86,8.32,7.2,8.63,-0.47,-0.01,-5.89,-0.13,-14.15,3.76
D,01-Jun-05,2005-06-01,2,7.39,8.15,7.23,8.65,-0.94,-0.18,-11.77,-2.25,-13.78,4.01
D,01-Jun-05,2005-06-01,3,7.66,7.45,7.35,8.2,-0.67,-0.88,-8.39,-11.02,-12.27,-1.63
D,15-Jun-05,2005-06-15,1,8.74,8.14,8.19,7.75,-2.85,-3.45,-37.31,-45.17,-44.52,-50.28
D,15-Jun-05,2005-06-15,2,8.29,8.6,8.13,7.12,-3.30,-2.99,-43.21,-39.15,-45.30,-58.53
D,15-Jun-05,2005-06-15,3,8.67,8.15,8.12,7.62,-2.92,-3.44,-38.23,-45.04,-45.43,-51.98
D,29-Jun-05,2005-06-29,1,8.39,8.18,8.01,7.5,-0.31,-0.52,-3.88,-6.51,-8.64,-15.03
D,29-Jun-05,2005-06-29,2,8.47,8.1,7.81,7.77,-0.23,-0.60,-2.88,-7.51,-11.15,-11.65
D,29-Jun-05,2005-06-29,3,8.25,8.14,7.97,7.37,-0.45,-0.56,-5.64,-7.01,-9.14,-16.66
D,13-Jul-05,2005-07-13,1,7.13,6.63,6.62,6.8,0.43,-0.07,5.33,-0.87,-0.99,1.24
D,13-Jul-05,2005-07-13,2,7.09,6.8,6.61,6.84,0.39,0.10,4.83,1.24,-1.12,1.73
D,13-Jul-05,2005-07-13,3,6.71,6.41,6.78,6.89,0.01,-0.29,0.12,-3.59,0.99,2.35
D,27-Jul-05,2005-07-27,1,7.58,7.25,7.75,7.96,-1.05,-1.38,-12.47,-16.39,-10.45,-7.96
D,27-Jul-05,2005-07-27,2,7.56,7.51,7.94,7.85,-1.07,-1.12,-12.71,-13.30,-8.20,-9.26
D,27-Jul-05,2005-07-27,3,7.54,7.59,8,8.1,-1.09,-1.04,-12.95,-12.35,-7.48,-6.30
D,10-Aug-05,2005-08-10,1,7.01,6.42,7.29,7,-0.44,-1.03,-5.45,-12.76,-1.98,-5.58
D,10-Aug-05,2005-08-10,2,7.03,6.67,7.5,7.03,-0.42,-0.78,-5.20,-9.66,0.62,-5.20
D,10-Aug-05,2005-08-10,3,7.15,6.54,7.39,7.11,-0.30,-0.91,-3.72,-11.27,-0.74,-4.21
D,03-May-06,2006-05-03,1,11.57,11.15,11.43,12.32,-2.78,-3.20,-34.82,-40.08,-36.57,-25.42
D,03-May-06,2006-05-03,2,11.45,11.29,11.86,12.64,-2.90,-3.06,-36.32,-38.32,-31.18,-21.42
D,03-May-06,2006-05-03,3,11.54,11.26,11.96,12.6,-2.81,-3.09,-35.19,-38.70,-29.93,-21.92
D,19-May-06,2006-05-19,1,8.66,8.58,8.42,8.5,0.94,0.86,11.77,10.77,8.77,9.77
D,19-May-06,2006-05-19,2,8.63,8.57,8.14,8.32,0.91,0.85,11.40,10.65,5.26,7.51
D,19-May-06,2006-05-19,3,8.72,8.47,8.4,8.38,1.00,0.75,12.52,9.39,8.52,8.27
D,02-Jun-06,2006-06-02,1,8.94,8.6,8.19,8.36,1.42,1.08,21.53,16.37,10.16,12.73
D,02-Jun-06,2006-06-02,2,9.05,8.57,8.26,8.22,1.53,1.05,23.20,15.92,11.22,10.61
D,02-Jun-06,2006-06-02,3,8.68,8.4,8.31,8.36,1.16,0.88,17.59,13.34,11.98,12.73
D,16-Jun-06,2006-06-16,1,9.44,9.76,10.24,9.66,-0.31,0.01,-3.72,0.12,5.88,-1.08
D,16-Jun-06,2006-06-16,2,9.53,9.77,10.11,9.71,-0.22,0.02,-2.64,0.24,4.32,-0.48
D,16-Jun-06,2006-06-16,3,9.64,9.8,9.81,9.96,-0.11,0.05,-1.32,0.60,0.72,2.52
D,30-Jun-06,2006-06-30,1,8.34,8.2,7.76,7.91,0.58,0.44,6.96,5.28,0.00,1.80
D,30-Jun-06,2006-06-30,2,8.46,7.73,8.05,7.91,0.70,-0.03,8.40,-0.36,3.48,1.80
D,30-Jun-06,2006-06-30,3,8.27,7.96,7.8,7.97,0.51,0.20,6.12,2.40,0.48,2.52
D,14-Jul-06,2006-07-14,1,9.2,8.32,7.96,7.68,1.82,0.94,22.31,11.52,7.11,3.68
D,14-Jul-06,2006-07-14,2,9.34,8.25,8.01,7.66,1.96,0.87,24.02,10.66,7.72,3.43
D,14-Jul-06,2006-07-14,3,9.22,8.16,8.07,7.72,1.84,0.78,22.55,9.56,8.46,4.17
D,28-Jul-06,2006-07-28,1,7.71,7.24,7.47,7.58,-1.54,-2.01,-16.43,-21.44,-18.99,-17.82
D,28-Jul-06,2006-07-28,2,7.81,7.34,7.65,7.37,-1.44,-1.91,-15.36,-20.38,-17.07,-20.06
D,28-Jul-06,2006-07-28,3,7.86,7.66,7.3,7.61,-1.39,-1.59,-14.83,-16.96,-20.80,-17.50
D,14-Aug-06,2006-08-14,1,9.08,6.88,6.45,5.29,3.62,1.42,43.45,17.04,11.88,-2.04
D,14-Aug-06,2006-08-14,2,9.13,6.83,6.8,5.36,3.67,1.37,44.05,16.44,16.08,-1.20
D,14-Aug-06,2006-08-14,3,8.97,6.95,6.81,5.51,3.51,1.49,42.13,17.88,16.20,0.60
D,25-Aug-06,2006-08-25,1,8.1,8.22,8.24,8.33,0.77,0.89,4.53,5.23,5.35,5.88
D,25-Aug-06,2006-08-25,2,8.26,8.29,8.31,8.37,0.93,0.96,5.47,5.64,5.76,6.11
D,25-Aug-06,2006-08-25,3,8.27,8.18,8.38,8.56,0.94,0.85,5.53,5.00,6.17,7.23
D,07-May-07,2007-05-07,1,9.37,8.48,8.82,8.32,-0.45,-1.34,-5.76,-17.15,-12.80,-19.20
D,07-May-07,2007-05-07,2,9.58,8.51,8.92,8.44,-0.24,-1.31,-3.07,-16.77,-11.52,-17.67
D,07-May-07,2007-05-07,3,9.47,9.01,8.81,8.31,-0.35,-0.81,-4.48,-10.37,-12.93,-19.33
D,16-May-07,2007-05-16,1,7.47,7.54,8.3,7.51,-1.23,-1.16,-15.57,-14.69,-5.06,-15.07
D,16-May-07,2007-05-16,2,7.8,7.44,8,7.75,-0.90,-1.26,-11.40,-15.95,-8.86,-12.03
D,16-May-07,2007-05-16,3,7.85,7.85,8.11,7,-0.85,-0.85,-10.76,-10.76,-7.47,-21.52
D,30-May-07,2007-05-30,1,9.36,9.35,8.81,9.85,-0.27,-0.28,-3.46,-3.58,-10.50,2.82
D,30-May-07,2007-05-30,2,9.37,9.31,9.15,9.1,-0.26,-0.32,-3.33,-4.10,-6.14,-6.79
D,30-May-07,2007-05-30,3,9.23,9.36,9.14,9.1,-0.40,-0.27,-5.12,-3.46,-6.27,-6.79
D,13-Jun-07,2007-06-13,1,9.03,8.48,8.59,8.41,0.97,0.42,11.89,5.15,6.50,4.29
